Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Malta,,,,,,,,,,,44.18,45.51,46.53,57.9,74.64,73.69,75.41,76.92,73.55,79.39,80.93,72.54,61.6,59.81,62.42,64.5,64.33,69.58,70.41,72.13,75.83,77.37,81.76,84.81,85.96,83.08,77.42,76.28,78.88,82.88,90.56,80.45,83.12,78.83,78.41,76.81,86.49,89.22,87.78,78.78,88.18,95.14,
Myanmar,19.69,16.49,20.54,17.94,17.22,14.49,13.78,9.54,5.52,5.57,5.21,5.6,6.16,5.79,6.02,5.4,5.3,6.33,5.48,8.22,9.1,8.86,7.02,6.77,5.85,4.58,4.1,2.41,3.12,2.93,1.94,1.57,1.44,1.17,1.14,0.83,0.69,0.58,0.42,0.32,0.49,0.46,0.35,0.18,0.18,,,,,,,,
Middle East & North Africa (developing only),,,,,,18.17,19.04,18.3,18.2,18.82,18.67,19.77,20.41,26.13,36.73,32.31,30.61,27.66,23.53,28.01,24.04,24.4,23.73,21.99,20.02,18.37,12.77,15.36,16.9,19.05,23.26,24.27,23.29,26.41,26.99,25.64,25.88,24.58,20.29,23.89,30.1,28.54,31.66,33.69,35.38,38.7,39.28,38.89,,,,,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.81,38.42,35.36,30.61,42.02,46.8,48.45,43.71,38.83,32.08,34.71,40.18,42.41
Mongolia,,,,,,,,,,,,,,,,,,,,,,23.87,26.26,26.61,29.18,26.73,30.18,30.8,28.45,22.49,18.27,54.07,28.93,59.33,44.63,40.54,35.52,52.67,47.84,50.16,54,50.32,50.73,52.35,60.79,58.77,59.44,59.61,54.02,50.28,54.7,62.34,50.94
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,10.86,9.95,8.31,6.12,4.15,2.86,2.52,6.64,8.07,8.22,8.17,10.16,13.05,12.93,14.07,15.6,14.79,13.35,12.25,13.17,16.48,23.39,27.34,28.89,30.88,31.73,38.36,35.35,32.27,27.68,31.21,30.74,29.79
Mauritania,15.26,14.34,14.53,25.2,43.54,42.19,43,41.61,38,38.84,40.81,40.22,48.22,46.83,48.3,38.44,37.94,32.78,33.37,33.19,36.82,45.07,40.06,45.74,45.59,59.91,56.15,49.09,50.27,49.83,45.64,34.74,31.49,34.66,48.54,58.03,55.78,44.83,30.86,27.24,29.96,29.4,28.34,21.45,25.65,30.72,47.81,43.18,55.77,45,56.29,64.69,58.02
Mauritius,,,,,,,,,,,,,,,,,50.55,48.6,43.04,42.49,50.95,44.54,46.96,46.45,48.47,53.3,60.25,64.3,64.45,63.93,64.96,62.31,59.3,58.24,56.72,58.66,63.59,61.46,65.68,63.94,61.39,68.46,61.82,56.68,54.02,59.85,59.56,57.86,52.93,48.96,52.49,53.43,54.78
Malawi,22.08,20.61,21.41,21.86,19.48,19.46,21.51,24.05,23.84,23.48,24.25,23.45,23.29,27.64,28.02,29.13,30.44,30,23.19,23.19,24.84,25.67,22.5,20.75,28.37,24.19,22.91,25.45,23.32,18.78,23.78,23.27,23.21,16.13,29.63,30.37,22.83,21.36,32.77,28.02,25.6,27.99,20.8,26.7,24.96,24.05,22.62,28.33,28.19,24.65,29.38,29.59,
Malaysia,50.6,46.1,44.17,42.56,40.84,41.83,40.21,37.34,39.44,42.9,41.41,38.22,34.02,39.18,45.63,43.02,48.95,47.36,48.32,55.18,56.69,51.56,50.13,50.42,53.46,54.09,55.46,62.89,66.42,71.38,74.47,77.83,75.98,78.92,89.15,94.09,91.58,93.29,115.74,121.31,119.81,110.4,108.31,106.94,115.37,112.9,112.19,106.17,99.5,91.42,93.32,91.61,87.14
North America,6.07,6.06,5.96,6.06,6.36,6.21,6.3,6.39,6.5,6.53,6.81,6.6,6.73,7.91,9.41,9.28,9.03,8.8,9.21,10.1,11.18,10.81,9.76,8.95,9.07,8.57,8.56,8.92,9.83,10.17,10.47,10.8,10.99,11.07,11.67,12.61,12.79,13.21,12.81,12.7,13.25,12.22,11.58,11.24,11.79,12.09,12.58,13.26,14.21,12.32,13.61,14.84,14.78
Namibia,,,,,,,,,,,,,,,,,,,,,78.92,65.3,61.75,53.89,54.67,61.49,67.22,55.47,54.45,58.51,51.92,53.12,52.19,51.9,48.49,49.49,50.58,47.53,45.97,46.16,40.88,41.17,46,43.39,39.81,40.45,39.85,50.73,53.16,47.3,47.49,41,42.59
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49,16.91,13.71,13.11,13.6,15.56,15.35,16.49,11.99,13.08,,,,,,,,,,,,,
Niger,7.1,8.12,9.28,9.31,9.27,9.48,12.45,8.43,7.98,9.36,10.77,12.37,14.21,15.51,12.27,19.25,22.26,19.64,22.53,28.54,24.58,24.16,20.97,20.82,22.91,20.69,20,20.8,18.3,16.6,14.81,14.05,16.76,15.64,16.53,17.68,18.54,16.82,17.78,15.9,17.8,16.92,15.91,15.2,17.36,16.6,16.41,17.43,17.73,20.32,22.2,20.89,24.78
Nigeria,9.24,9.19,8.27,8.78,9.2,10.89,10.41,11.08,9.93,11.39,8.41,10.83,10.97,15.92,25.18,18.34,18.22,24.87,19.55,24.82,29.38,22.19,17.83,14.54,15.71,17.39,13.32,26.94,22.85,43.98,35.34,41.7,37.51,33.83,24.31,35.76,32.24,41.77,29.69,33.87,51.73,45.45,35.97,39.79,30.16,31.66,43.11,33.73,39.88,30.77,24.47,31.19,31.67
Nicaragua,23.65,23.4,26.43,28.82,28.87,29.3,27.12,26.46,26.68,24.39,26.73,26.3,35.29,28.21,29.07,28.04,32.99,32.09,34.41,42.02,24.23,22.34,15.98,19.4,16.44,14.77,12.78,11.77,17.98,32.54,24.95,21.82,17.25,20.43,13.14,16.1,16.85,19.42,19.33,18.53,20.11,19.04,18.85,20.7,23.06,24.38,27.04,29.08,32.26,31.62,37.59,41.9,44.04
Netherlands,48.89,46.61,45.94,46.03,44.61,42.81,41.65,40.47,40.94,42.46,44.76,45.03,44.99,46.84,53.35,49.08,50.08,47.2,45.21,49.65,52.31,56.95,56.96,56.64,60.59,62.15,52.69,51.3,53.68,57.09,56.45,57.17,55.38,54.58,56.79,59.37,59.63,63.32,62.56,63.04,70.08,67.28,64.15,63,66.39,69.62,72.84,74.2,76.28,68.57,78.69,83.87,88.03
High income: nonOECD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.47,54.13,50.88,66.4,58.44,54.49,57.84,56.39,54.99,54.36,60.14,66.31,61.25,61.79,66.91,71.64,74.87,76.83,75.78,78.79,72.33,75.65,80.24,79.93
Norway,36.26,34.95,33.77,34.47,36.02,35.72,35.81,36.79,37.86,37.15,36.72,35.03,35.23,37.73,40.26,36.45,36.34,34.65,36.38,39.69,43.24,43.28,41.48,41.84,42.92,42.74,34.24,32.37,33.06,38.01,40.15,39.94,37.87,37.92,38.12,37.96,40.78,41.36,37.65,39.39,46.54,45.76,41.13,40.33,41.8,44.09,45.37,44.12,46.76,40.04,40.48,41.94,40.9
Nepal,,,,,,7.77,5.64,6.87,6.85,7.01,4.9,5.4,5.66,6.61,5.45,8.9,10.77,11.79,10.57,11.78,11.54,12.9,11.59,10.23,10.65,11.53,11.66,11.81,11.45,11.07,10.53,11.49,15.96,18.43,18.99,24.97,22.82,26.33,22.82,22.85,23.28,22.55,17.74,15.7,16.68,14.58,13.45,12.86,12.78,12.42,9.58,8.85,10.02
New Zealand,,,,,,,,,,,22.19,22.6,24.58,24.12,20.73,23.26,26.85,26.37,26.86,28.88,29.06,28.2,28,28.54,31.72,29.06,26.29,25.7,25.84,25.97,26.42,28.78,30.78,30.16,30.22,28.61,27.67,27.65,28.93,30.13,34.97,34.54,32.03,28.67,28.58,27.35,28.65,28.36,31.39,28.34,29.8,30.27,28.63
High income: OECD,11.76,11.43,11.33,11.26,11.57,11.77,11.95,11.78,12.32,12.74,13.5,13.56,13.54,14.63,16.93,16.14,16.68,16.79,16.53,17.26,18.25,18.75,18.22,17.95,18.9,18.75,17.13,17,17.29,17.85,18.03,17.99,17.97,18.07,18.84,19.87,20.2,21.36,21.59,21.39,23.15,22.64,22.04,21.69,22.74,23.58,25.01,25.79,26.77,23.46,25.8,27.44,27.58
OECD members,11.58,11.31,11.22,11.13,11.43,11.62,11.79,11.61,12.12,12.53,13.3,13.37,13.38,14.46,16.67,15.85,16.41,16.55,16.31,17.02,17.98,18.49,18.13,17.97,18.89,18.7,17.15,17.1,17.42,17.91,18.02,17.95,17.9,17.9,18.77,20.06,20.43,21.57,21.79,21.57,23.32,22.85,22.22,21.88,22.94,23.75,25.19,25.94,26.91,23.7,26.01,27.68,27.69
Oman,,,,,,,,33.76,70.14,74.6,73.69,65.79,59.38,67.83,73.72,67.55,62.33,58.3,58.32,61.06,62.66,64.69,58.55,53.65,50.28,49.83,39.25,48.88,40.01,,47.23,43.07,44.72,43.05,43,44.04,49.81,50.04,41.97,48.69,59.18,57.27,49.33,49.97,51.57,58.61,56.79,56.73,58.61,50.79,56.96,62.02,
Other small states,,,,,,,,,,,,,,,,,47.55,47.42,,,58.09,54,53.88,53.28,51.3,53.22,51.97,54.76,52.94,52.83,49.27,49.51,43.99,43.9,49.82,50.65,54.93,57.35,53.33,52.52,54.74,54.58,55.06,53.43,52.78,54.63,54.21,56.53,55.81,47.25,47.77,51.01,51.61
Pakistan,,,,,,,,9.17,9.16,8.66,7.77,7.14,11.77,13.53,13.68,10.85,10.72,9.28,9.24,10.69,12.49,12.32,9.95,11.92,11.07,10.42,11.9,13.23,13.59,13.88,15.54,17,17.36,16.31,16.28,16.71,16.9,16.08,16.48,15.35,13.44,14.66,15.22,16.72,15.67,15.69,14.13,13.21,12.38,12.4,13.52,13.96,12.33
Panama,,,,,,,,,,,,,,,,,,,,,98.19,94.05,85.77,71.17,67.2,68.61,71.13,71.51,75.2,78.9,86.78,96.8,100.01,97.04,99.79,100.7,83.43,90.11,79.18,66.54,72.58,72.72,67.46,63.6,67.61,75.49,76.71,81.2,85.19,81.04,76.48,84.24,83.54
Peru,20.76,21.38,20.51,18.95,19.02,16.1,15.99,15.84,18.6,17.94,17.89,14.22,14.12,13.69,14.5,10.85,12.05,15.9,20.73,27.74,22.4,16.09,16.53,19.71,19.35,22.97,13.94,10.97,18.84,12.39,15.76,12.65,12.76,12.19,12.25,12.59,13.3,14.36,13.14,15.03,16,15.65,16.07,17.72,21.45,25.09,28.53,29.08,27.19,23.92,25.67,28.63,25.64
Philippines,11.95,12.59,16.95,18.62,18.18,19.38,20.45,19.96,16.9,14.73,21.58,20.45,19.68,24.77,25.02,21.02,19.33,21.06,20.67,21.56,23.57,23.83,20.33,21.34,24.02,24.02,26.33,26.64,28.39,28.11,27.52,29.6,29.13,31.36,33.83,36.36,40.51,48.96,44.76,45.49,51.37,46.03,46.75,47.16,48.57,46.14,46.58,43.26,36.91,32.23,34.8,31.97,30.8
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.39,32.63,23.32,15.08,14.56,12.85,10.43,9.46,11.96,7.26,45.52,46.58,49.23,54.79,54.41,51.39,52.55,60.94,55.53,56.53,65.3,70.41
Papua New Guinea,,16.1,16.21,17.41,18.31,18.03,16.79,17.37,18.86,18.92,18.48,21.37,31.21,44.88,46.88,39.98,41.77,44.97,41.94,45.48,43.18,38.24,36.83,36.2,39.44,42.11,43.58,43.17,43.25,40.65,40.62,42.26,47.85,52.64,53.53,61.04,59.4,49.16,54.04,63.12,66.18,65.33,60.92,69.42,72.16,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,21.51,21.67,20.97,21.62,23.2,22.31,23.41,25.98,24.19,27.12,27.06,28.63,33.31,37.49,37.09,40.36,40.76,39.9,39.44,42.24,45.07,46.16
Puerto Rico,52.31,45.35,45.5,46.11,45.31,43.68,46.36,47.97,47.18,46.62,44.31,41.31,40.15,45.12,52.96,48.1,46.81,60.79,60.32,64.54,65.13,68.36,70.42,66.05,67.4,67.54,66.6,66.34,67.09,71.71,75.69,78.04,73.34,67.69,67.85,68.68,64.13,63.58,67.12,69.68,72.15,77.59,75.53,81.47,81.48,79.05,80.23,79.51,82.73,77.82,76.7,79.02,
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,14.3,13.47,15.26,15.94,21.39,22.43,22.68,22.8,20.96,20.46,19.39,19.94,21.66,21.25,21.36,16.22,13.86,14.65,16,21.51,21.77,20.63,20.99,24.92,29.61,29.68,26.38,27.75,28.05,29.9,29.6,26.94,24.82,23.95,25.51,27.17,27.21,27.76,27.93,27.08,28.93,28.08,27.6,27.62,28.05,27.66,30.91,32.19,32.45,28.03,31.3,35.68,38.69
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.84,49.83,59.92,60.82,61.54,53.06,48.28,55.71,44.65,46.1,44.25,52.92,54.34,53.76,57.32,58.3,56.3,54.25,51.16,54.63,48.85,46.61
Pacific island small states,,,,,,,,,,,,,,,,,,,,,44.06,40.38,40.19,38.98,42.54,41.85,38.31,41,47.02,52.99,54,48.52,45.63,46.06,46.59,48.69,51.18,50.94,49.98,49.1,50.48,48.2,49.63,49.2,46.04,45.86,43.35,42.97,47.67,43.54,47.49,49.35,51.54
French Polynesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,1.42,2.45,3.67,2.93,4.2,4.35,4.09,5.02,4.9,,,,,,,,,,,,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.88,44.34,43.73,48.28,51.1,60.04,67.28,65.89,60.34,61.7,64.17,65.09,62.82,60.28,61.36,51.44,58.95,70.13,74.66
Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.73,17.6,27.79,23.02,24.9,27.62,28.14,29.18,22.62,28.02,32.83,33.06,35.37,34.78,35.84,33.08,32.28,29.3,30.43,30.6,35.42,40.03,40
Russian Federation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.9,18.16,13.27,62.32,38.2,27.76,29.29,26.07,24.73,31.22,43.22,44.06,36.89,35.25,35.25,34.42,35.2,33.73,30.16,31.31,27.94,29.22,30.36,29.44
Rwanda,12.44,11.48,9.28,5.94,12,12.1,11.28,10.51,8.74,7.68,11.51,10.21,8.28,11.6,12.17,9.17,14.58,14.27,14.78,21.05,14.44,9.83,11.55,11.58,12.63,10.78,12.58,7.45,6.62,6.14,5.61,7.32,5.57,5.18,6.3,5.15,6.03,7.8,5.59,6.22,6.32,8.48,7.04,8.45,11.12,11.42,11.06,11.16,14.46,10.14,10.05,13.47,13.17
South Asia,5.44,5.3,5.19,5.21,4.69,4.37,5.02,5.28,5.23,4.87,4.98,4.69,5.4,5.83,6.2,6.52,7.48,7.34,7.2,7.7,7.48,7.27,6.96,7.04,7.14,6.35,6.4,6.9,7.32,8.16,8.46,9.75,10.22,11.03,11.08,12.1,11.74,12.02,12.37,12.55,13.69,13.49,14.82,15.56,17.76,19.07,20.43,19.85,22.19,19.21,20.76,22.59,22.52
Saudi Arabia,,,,,,,,,47.73,48.19,54.48,57.06,64.48,103.19,63.53,73.72,59.89,57.54,49.43,54.92,63.55,62.94,50.84,38.56,34.62,30.07,26.7,30.86,31.32,33.75,40.63,38.57,39.33,34.57,34.22,37.57,40.26,39.39,29.84,34.83,43.65,39.88,41.18,46.12,50.99,57.05,59.83,59.94,62.11,47.09,49.7,56.19,56.17
Sudan,14.56,13.31,14.62,16.71,15.54,14.22,14.32,15.11,15.12,15.69,16.34,15.64,16.02,14.85,12.71,12.09,11.22,9.37,7.92,9.96,10.58,9.62,9.94,10.6,8.46,5.75,4.74,5.52,3.8,5.34,4.02,3.34,5.25,4.23,4.69,4.97,7.45,5.34,6.7,7.78,15.98,11.4,13.98,14.83,17.76,19.21,19.43,22.1,24.29,16.06,19.98,18.49,6.25
Senegal,16.79,21.17,20.3,17.62,17.47,17.53,18.57,17.09,19.74,21.44,23.48,22.36,26.46,24.59,36.9,31.44,31.33,37.37,26.1,27.49,23.9,31.72,29.18,35.18,33.98,27.83,24.56,21.25,22.29,24.46,25.41,23.09,22.35,20.26,31.75,30.87,26.98,27.31,27.7,28.06,27.93,28.73,28.55,26.62,27.14,27.02,25.63,25.45,26.13,24.33,24.87,25.17,24.29
Singapore,162.89,142.48,138.18,141.21,122.14,123.29,123.34,114.35,125.72,132.19,126.1,119.53,106.8,118.42,149.61,137.19,149.62,163,165.77,185.05,202.61,198.79,186.13,167.57,157.4,153.12,149.11,164.59,185.22,179.47,177.45,169.59,162.1,162,167.22,183.01,178.49,171.57,169.03,180.16,192.34,187.83,188.76,207.42,219.27,229.68,233.35,217.17,232.87,196.03,203.58,207.19,200.66
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,36.87,36.17,38.5,38.11,33.2,36.68,33.41,32.01,28.98,30.05,33.54,33.9,38.64,36.75,36.22,34.42,38.67,36.19,35.69,24.09,16.51,20.07,26.41,30.93,34.07,36.14,36.67,37.3,36.64,31.11,24.98,26.08
Sierra Leone,,,,,29.08,28.87,27.78,27.08,23.68,27.63,31.02,31.27,27.77,24.64,24.1,25.11,21.54,19.72,19.82,19.9,22.86,23.02,15.76,11.07,10.62,14.82,11.92,31.96,28.72,23.92,34.69,31.25,31.59,24.28,29.51,18.59,17.45,13.2,14.06,13.83,18.13,7.92,8.65,14.07,16.67,17.82,16.84,15.61,13.53,13.5,16.81,16.29,
El Salvador,,,,,,26.39,24.66,25.64,25.35,23.19,24.83,24.63,29.1,29.96,32.42,33.05,35.54,38.17,30.27,36.97,34.16,26.68,22.78,24.49,21.75,22.32,24.67,18.99,15.81,13.24,18.56,17.21,16.09,19.36,19.97,21.64,21.08,25.89,24.79,24.94,27.4,25.83,26.37,27.07,26.96,25.64,25.68,25.88,26.88,23.2,25.92,27.98,28.35
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,12.72,16,12.79,15.87,15.98,17.15,14.96,13.65,14.89,15.99,11.51,13.26,15.74,13.91,17.46,12.46,10.03,20.26,25.84,24.31,33.18,24.82,25.97,23.63,14.59,6.33,6.96,6.69,4.82,7.68,9.79,,,,,,,,,,,,,,,,,,,,,,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74,23.56,17.5,23.86,21.3,19.62,22.3,23.5,26.18,29.87,30.51,31.08,29.32,36.16,38.18,
Sub-Saharan Africa (developing only),24.31,24.22,23.94,24.33,24.12,23.19,22.91,22.25,22.65,21.99,20.86,21,22.76,23.62,27.65,24.9,25.7,28.01,27.5,29.86,31.7,26.19,24.52,23.45,24.67,27.79,26.17,27.69,26.14,28.73,26.15,25.48,25.96,25.65,26.78,27.09,29.1,29.74,27.55,29.23,34.13,33.5,33.14,31.71,30.4,32.01,34.73,34.14,36.95,29.03,29.69,32.62,30.91
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26,62.24,63.66,64.99,10.25
Sub-Saharan Africa (all income levels),24.31,24.22,24.23,24.59,24.38,23.31,23.04,22.37,22.7,22.08,20.96,21.16,22.83,23.71,27.74,25.01,25.83,28.12,27.5,29.86,31.7,26.19,24.52,23.45,24.67,27.8,26.23,27.74,26.22,28.77,26.18,25.61,25.82,25.52,26.94,27.25,29.37,30.13,27.96,29.23,34.49,33.87,33.51,32.07,30.72,32.31,35.01,34.4,37.27,29.33,30,32.92,31.22
Small states,,,,,,,,,,,,,,,,,46.4,49.34,51.08,51.85,57.28,52.92,49.53,48.27,50.19,51.09,49.56,50.5,49.42,50.61,49.81,48.91,47.8,46.29,49.42,51.18,52.04,52.58,50.82,50.68,53.29,51.74,49.12,49.14,49.78,52.02,54.6,53.26,54.36,119.31,46.65,52.91,46.59
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.21,14.49,16.45,17.71,14.06,13.87,13.73,9.28,9.54,9.98,12.56,11.82,11.22
Suriname,54.77,50.25,48.02,49.41,46.92,49.66,59.06,59.01,57.68,62,60.27,63.57,60.94,60.1,74.88,63.23,61.13,55.15,55.34,58.56,68.81,58.71,51.85,43.88,43.36,36.74,32.6,31.07,29.31,37.7,42.05,35,28.66,20.41,22.94,22.85,23.35,25.19,31.11,27.23,19.73,23.57,18.79,19.74,26.11,30.42,,,,,,,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.34,32.15,28.84,26.55,46.32,70.33,56.18,59.26,57.76,53.32,56.33,59.16,61.16,70.45,72.71,71.12,75.85,74.54,76.25,84.49,86.86,83.47,70.88,81.25,89.16,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.76,83.53,63.14,58.75,58.89,49.59,49.91,51.3,51.07,47.23,53.7,55.18,55.08,53.8,57.81,62.18,66.54,69.56,67.14,58.39,65.42,71.27,
Sweden,23.01,22.34,21.9,21.94,22.32,21.86,21.42,21.11,21.56,22.84,23.64,23.87,23.74,26.89,31.6,27.62,27.12,26.87,27.69,29.83,29.24,29.97,32.42,35.59,36.27,35.16,32.81,32.4,32.1,31.85,30.07,28.1,27.95,32.75,36.07,39.7,38.56,42.07,43.05,43.1,46.52,46.3,44.37,43.52,45.96,48.43,51.11,51.87,53.53,47.96,49.48,49.86,48.52
Swaziland,48.29,41.97,47.86,59.23,53.86,65.94,73.22,73.6,75.61,64.94,69.91,67.83,67.02,70.39,81.51,72.94,75.7,65.39,62.93,62.9,74.6,75.18,66.39,62.13,55.5,56.67,68.77,81.85,76.87,84.11,59.02,59.26,57.35,57.29,63.68,60.02,59.35,61.35,67.17,65,74.33,85.44,95.71,100.95,84.93,87.07,76.62,75.67,59.36,58.84,55.89,66.57,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,17.6,17.19,17.73,17.2,14.35,11.08,10.33,13.82,16.99,16.57,8.85,8.89,11.21,11.24,15.33,13.04,11.06,10.9,10.48,10.47,27.94,20.12,20.11,23.29,31.55,34.87,32.65,39.07,34.66,36.96,37.44,35.19,44.49,46.3,40.6,44.97,
Syrian Arab Republic,21.36,17.6,20.93,19.43,16.71,17.04,17.66,15.75,17.36,17.11,17.89,17.73,18.54,22.54,24.61,21.88,19.96,18.57,15.17,19.56,18.63,15.99,14.22,13.55,12.7,12.58,11.51,16.01,17.15,24.75,28.34,24.41,26.26,27.87,33.06,31.04,31.83,32.42,30.53,32.32,35.39,35.38,38.07,33.47,40.05,40.39,39.5,38.64,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,13.39,13.91,14.03,12.95,13.73,13.5,13.91,14.36,14.94,13.21,16.26,15.91,14.57,15.73,18.39,14.4,16.08,15.35,16.42,17.78,16.94,15.1,6.56,16.42,18.02,11.91,13.39,15.45,15.02,13.78,13.48,11.95,11.09,13.32,16.11,21.93,17.54,18.54,18.49,18.32,16.89,14.67,12.69,24.63,51.01,49.05,47.58,44.5,42.7,35.14,36.85,40.39,29.48
Togo,31.13,39.24,35.05,25.42,35.07,31.98,38.89,37.92,42.01,45.89,49.64,46.82,39.28,33.12,66.01,43.41,47.3,41.47,63.98,50,51.06,46.23,50.15,45.48,51.24,48.41,43.98,41.37,43.66,39.67,33.47,33.44,26.93,24.38,30.55,32.44,33.28,28.98,29.69,28.87,34.38,33.8,36.52,43.37,38.56,40.04,38.2,37.92,35.54,36.74,40.16,40.19,
Thailand,15.68,16.94,15.25,14.81,16.88,16.45,17.14,17.71,16.5,15.69,14.99,15.97,18.17,18.6,21.6,18.36,20.23,19.95,19.89,22.58,24.11,23.85,22.92,20.11,21.9,23.21,25.6,28.89,33.01,34.92,34.13,35.96,36.97,37.96,38.87,41.84,39.25,48.01,58.88,58.3,66.78,65.86,64.19,65.68,70.7,73.57,73.65,73.42,76.44,68.35,71.29,76.94,74.98
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.2,35.9,27.8,33.2,9.68,28.55,43.04,65.59,76.59,87.24,48.92,66.07,98.76,67.99,65.46,63.37,58.31,26,23.19,20.62,16.75,15.13,15.34,17.85,18.23
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.71,67.14,84.7,84.96,83.97,74.58,42.69,32.66,56.14,95.5,81.39,69.05,62.31,61.65,65.03,73.09,75.39,64.06,74.6,77.81,74.7,73.26
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.43,9.54,9.05,8.32,8.56,8.41,9.66,10.74,10.07,9.13,9.78,9.84,
Tonga,,,,,,,,,,,,,,,,41.33,26.94,33.87,28.79,26.08,30.06,25.38,27.59,18.66,26.61,30.13,25.71,30.93,22.74,25.1,33.87,22.9,23.64,19.89,17.38,17.49,20.35,23.73,19.72,15.96,15.4,13.36,18.22,19.31,19.45,17.64,14.37,12.12,13.71,14.03,13.18,17.52,17.81
Trinidad and Tobago,60.08,69.58,65.86,64.17,66.74,64.55,41.65,41.6,42.74,43.44,42.77,42.75,39.6,44.15,56.71,52.99,55.84,49.55,44.05,45.07,50.45,45.88,34.91,30.75,32.13,32.55,33.26,33.9,38.92,42.64,45.36,40.52,41.97,43.96,46.07,53.77,51.53,53.85,48.47,50,59.22,55.32,50.27,52.13,56.04,65.82,81.41,65.16,71.42,523.46,58.87,88.13,
Tunisia,,20.12,19.02,17.79,18.55,19.05,21.04,21.21,20.93,22.14,22,24.1,25.35,26.06,35.37,31.04,29.08,29.58,30.96,38.98,40.24,41.37,36.91,34.36,32.96,32.1,30.18,34.83,42.02,44.35,43.56,40.37,39.54,40.45,44.93,44.9,42.11,39.11,38.52,37.98,39.55,42.82,40.78,39.48,42.22,44.93,46.03,51.18,56.32,45.67,50.11,48.85,47.96
Turkey,2.09,5.07,5.57,4.15,4.45,4.54,4.08,4.11,3.68,3.58,4.44,5.34,6,7.03,5.74,4.43,4.86,3.82,4.15,3.22,5.16,8.24,11.86,12.47,15.61,15.86,13.31,15.58,18.65,16.2,13.37,13.84,14.39,13.67,21.36,19.89,21.54,24.58,21.34,19.44,20.1,27.44,25.22,22.99,23.55,21.86,22.67,22.32,23.91,23.32,21.21,23.98,26.44
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.62,10.26,12.44,17.98,20.61,24.07,19.94,16.22,12.4,12.53,13.36,17.01,17.58,18.56,19.65,20.82,22.56,24.24,25.14,23.23,27.83,31.06,29.56
Uganda,27.33,24.42,24.11,28.29,29.9,25.58,25.57,25.3,23.94,21.53,23.35,19.82,19.39,16.55,14.72,8.65,11.39,9.15,13.65,19.4,19.44,16.08,8.38,8.66,12.69,13.74,12.81,8.25,7.57,7.95,7.24,7.46,8.76,7.06,8.74,11.79,11.96,13.36,9.64,12.25,10.65,11.52,11.21,11.39,12.7,14.18,15.28,16.73,24.28,24.13,20.48,21.49,23.21
